100, 0
10100, 1
20100, 1
30100, 0
40100, 0
50100, 0
60100, 1
70100, 0
80100, 0
90100, 0
100100, 0
110100, 0
120100, 1
130100, 1
140100, 0
150100, 0
160100, 0
170100, 0
180100, 0
190100, 0
200100, 1
210100, 1
220100, 0
230100, 0
240100, 0
250100, 1
260100, 1
270100, 0
280100, 0
290100, 0
300100, 1
310100, 0
320100, 0
330100, 0
340100, 1
350100, 0
360100, 1
370100, 1
380100, 1
390100, 1
400100, 1
410100, 1
420100, 0
430100, 0
440100, 1
450100, 0
460100, 1
470100, 1
480100, 0
490100, 0
