100, 6e-06
200, 1e-06
300, 2e-06
400, 2e-06
500, 0
600, 2e-06
700, 2e-06
800, 3e-06
900, 2e-06
1000, 2e-06
1100, 2e-06
1200, 1e-06
1300, 3e-06
1400, 3e-06
1500, 3e-06
1600, 2e-06
1700, 3e-06
1800, 2e-06
1900, 2e-06
2000, 3e-06
2100, 3e-06
2200, 7e-06
2300, 8e-06
2400, 5e-06
2500, 5e-06
2600, 6e-06
2700, 6e-06
2800, 7e-06
2900, 5e-06
3000, 6e-06
3100, 6e-06
3200, 4e-06
3300, 5e-06
3400, 8e-06
3500, 6e-06
3600, 4e-06
3700, 6e-06
3800, 4e-06
3900, 6e-06
4000, 5e-06
4100, 6e-06
4200, 5e-06
4300, 6e-06
4400, 7e-06
4500, 5e-06
4600, 5e-06
4700, 6e-06
4800, 4e-06
4900, 3e-06
5000, 5e-06
5100, 5e-06
5200, 6e-06
5300, 0.000438
5400, 6e-06
5500, 5e-06
5600, 5e-06
5700, 6e-06
5800, 7e-06
5900, 5e-06
6000, 5e-06
6100, 4e-06
6200, 4e-06
6300, 5e-06
6400, 6e-06
6500, 5e-06
6600, 4e-06
6700, 6e-06
6800, 5e-06
6900, 5e-06
7000, 7e-06
7100, 7e-06
7200, 8e-06
7300, 6e-06
7400, 7e-06
7500, 8e-06
7600, 9e-06
7700, 7e-06
7800, 7e-06
7900, 7e-06
8000, 9e-06
8100, 1e-05
8200, 9e-06
8300, 7e-06
8400, 6e-06
8500, 6e-06
8600, 1e-05
8700, 7e-06
8800, 7e-06
8900, 6e-06
9000, 7e-06
9100, 6e-06
9200, 6e-06
9300, 6e-06
9400, 7e-06
9500, 8e-06
9600, 6e-06
9700, 6e-06
9800, 6e-06
9900, 6e-06
10000, 6e-06
