100, 2.5e-05
200, 1e-06
300, 1e-06
400, 1e-06
500, 2e-06
600, 7e-06
700, 6.8e-05
800, 6e-06
900, 3e-06
1000, 1.6e-05
1100, 7e-06
1200, 1.3e-05
1300, 9e-06
1400, 1.3e-05
1500, 1.8e-05
1600, 1e-05
1700, 5.1e-05
1800, 7e-06
1900, 1.8e-05
2000, 1.4e-05
2100, 1.4e-05
2200, 4.5e-05
2300, 4.6e-05
2400, 1.8e-05
2500, 3.6e-05
2600, 1.2e-05
2700, 1.6e-05
2800, 1.1e-05
2900, 7.6e-05
3000, 2.7e-05
3100, 5e-06
3200, 1.9e-05
3300, 2e-05
3400, 1.5e-05
3500, 2e-05
3600, 8.2e-05
3700, 3.9e-05
3800, 7.3e-05
3900, 0.000112
4000, 0.000179
4100, 1e-05
4200, 0.000157
4300, 0.000152
4400, 0.000154
4500, 7.3e-05
4600, 1.9e-05
4700, 0.000179
4800, 0.000178
4900, 0.000165
5000, 0.000158
5100, 0.000117
5200, 0.000203
5300, 0.000205
5400, 7e-06
5500, 0.000178
5600, 0.000202
5700, 0.000157
5800, 0.000179
5900, 0.000194
6000, 0.000105
6100, 4.9e-05
6200, 0.000118
6300, 6.1e-05
6400, 0.000199
6500, 0.000177
6600, 0.000167
6700, 6.5e-05
6800, 0.000208
6900, 0.00022
7000, 0.000162
7100, 0.000262
7200, 0.00032
7300, 0.000269
7400, 0.000305
7500, 0.000216
7600, 0.000247
7700, 6.3e-05
7800, 5.6e-05
7900, 6.2e-05
8000, 0.000111
8100, 0.00011
8200, 0.000298
8300, 0.000104
8400, 7.3e-05
8500, 7e-05
8600, 0.000196
8700, 3.9e-05
8800, 0.000142
8900, 5.7e-05
9000, 8.6e-05
9100, 0.00043
9200, 0.000117
9300, 0.000175
9400, 0.000377
9500, 0.000375
9600, 0.000217
9700, 0.000333
9800, 0.00042
9900, 0.000333
10000, 0.000295
100, 6e-06
200, 2e-06
300, 3e-06
400, 2e-06
500, 3e-06
600, 5e-06
700, 2e-06
800, 2e-06
900, 5e-06
1000, 8e-06
1100, 7e-06
1200, 1e-05
1300, 1.4e-05
1400, 5e-05
1500, 6e-06
1600, 3.3e-05
1700, 7.6e-05
1800, 6.3e-05
1900, 3.1e-05
2000, 2.5e-05
2100, 1.8e-05
2200, 2e-05
2300, 3.6e-05
2400, 3.8e-05
2500, 1.6e-05
2600, 1.4e-05
2700, 7.1e-05
2800, 2.1e-05
2900, 3e-05
3000, 0.000108
3100, 3.9e-05
3200, 0.000101
3300, 0.000132
3400, 0.000149
3500, 0.000102
3600, 5.5e-05
3700, 9.7e-05
3800, 0.000172
3900, 0.000145
4000, 0.000166
4100, 1.2e-05
4200, 0.000142
4300, 4.1e-05
4400, 0.000332
4500, 9.3e-05
4600, 3e-05
4700, 0.000193
4800, 7.4e-05
4900, 0.000194
5000, 0.000142
5100, 0.000201
5200, 3.1e-05
5300, 0.000198
5400, 3.8e-05
5500, 0.000308
5600, 8.3e-05
5700, 0.000365
5800, 0.00028
5900, 0.000337
6000, 0.00037
6100, 0.000336
6200, 0.00031
6300, 0.000227
6400, 0.000309
6500, 0.000421
6600, 0.000317
6700, 0.000338
6800, 0.000433
6900, 0.000459
7000, 0.000391
7100, 0.000184
7200, 0.000473
7300, 0.000111
7400, 0.000454
7500, 0.000347
7600, 0.000344
7700, 0.000257
7800, 0.000378
7900, 0.000518
8000, 0.000257
8100, 0.000343
8200, 0.000482
8300, 0.000421
8400, 0.00036
8500, 0.000371
8600, 0.000583
8700, 0.000556
8800, 0.000701
8900, 0.000282
9000, 0.000505
9100, 0.000598
9200, 0.000395
9300, 0.000273
9400, 0.001011
9500, 0.000444
9600, 0.000276
9700, 0.000607
9800, 0.000617
9900, 0.000534
10000, 0.000623
